genres,imdb_title,movie_title
Drama|Fantasy|Horror|Thriller,tt0115963,The Craft
Drama|Romance|Thriller,tt0416320,Match Point
Adventure|Comedy|Family|Fantasy,tt0493949,Ramona and Beezus
Drama|Romance,tt0107943,The Remains of the Day
Drama,tt0118749,Boogie Nights
Action|Crime|Drama|Romance|Thriller,tt0107711,Nowhere to Run
Adventure|Drama|Family,tt0434215,Flicka
Horror,tt0800069,The Hills Have Eyes II
Horror|Mystery|Thriller,tt0192731,Urban Legends: Final Cut
Drama|Family|Fantasy|Romance,tt0283084,Tuck Everlasting
Action|Drama|Thriller,tt0419946,The Marine
Action|Comedy,tt4139124,Keanu
Drama|Music,tt1555064,Country Strong
Horror|Mystery|Sci-Fi|Thriller,tt0134619,Disturbing Behavior
Crime|Drama|Thriller,tt1817273,The Place Beyond the Pines
Action|Crime|Thriller,tt2402157,The November Man
Drama|Mystery|Thriller,tt0120662,Eye of the Beholder
Drama|History|Thriller|War,tt0887912,The Hurt Locker
Action|Horror|Sci-Fi|Thriller,tt0087262,Firestarter
Crime|Thriller,tt1764234,Killing Them Softly
Crime|Drama|Thriller,tt1972571,A Most Wanted Man
Comedy,tt0240515,Freddy Got Fingered
Adventure|Animation|Comedy|Family,tt0475998,The Pirates Who Don't Do Anything: A VeggieTales Movie
Documentary|Music,tt0892375,U2 3D
Action|Adventure|Fantasy|Sci-Fi,tt0144964,Highlander: Endgame
Crime|Drama|Musical|Romance,tt0417225,Idlewild
Drama|Romance,tt1563738,One Day
Drama|Sport,tt1172233,Whip It
Crime|Drama|Thriller,tt0211465,Knockaround Guys
Crime|Thriller,tt0310910,Confidence
Comedy,tt0164108,The Muse
Comedy|Drama|Romance,tt0097965,New York Stories
Adventure|Family,tt0120598,Barney's Great Adventure
Action,tt1258972,The Man with the Iron Fists
Comedy|Drama|Romance,tt0119304,Home Fries
Drama|Romance,tt0195778,Here on Earth
Drama|Sci-Fi,tt0088846,Brazil
Family|Music|Romance,tt0361696,Raise Your Voice
Drama|Fantasy|Mystery|Sci-Fi,tt0281432,The Dead Zone
Comedy|Crime,tt0118715,The Big Lebowski
Crime|Drama|Romance|Thriller,tt0279331,Dark Blue
Biography|Drama|History|Thriller|War,tt0829459,A Mighty Heart
Comedy|Drama|Romance,tt0202402,Whatever It Takes
Comedy,tt0285462,Boat Trip
Comedy|Drama|Romance,tt0278500,The Importance of Being Earnest
Fantasy|Romance,tt0140340,The Love Letter
Adventure|Comedy|Family,tt0453494,Hoot
Comedy|Crime|Drama,tt0780536,In Bruges
Comedy|Romance,tt1699755,Peeples
Comedy|Music,tt1031969,The Rocker
Comedy|Romance,tt1142433,Post Grad
Drama,tt2091473,Promised Land
Comedy|Romance,tt1178663,Whatever Works
Adventure|Crime|Drama|Mystery|Western,tt0419294,Three Burials
Drama|War,tt0120716,Jakob the Liar
Comedy|Crime|Mystery,tt0373469,Kiss Kiss Bang Bang
Comedy|Fantasy|Horror|Thriller,tt0138510,Idle Hands
Drama|Mystery|Thriller,tt0166924,Mulholland Drive
Drama|Fantasy|Horror|Romance,tt0397044,Blood and Chocolate
Comedy|Drama|Romance,tt1182350,You Will Meet a Tall Dark Stranger
Drama|Romance|Sci-Fi,tt1334260,Never Let Me Go
Drama|History|Thriller,tt0488352,The Company
Crime|Drama|Mystery|Thriller,tt0800241,Transsiberian
Adventure|Drama|Fantasy,tt0090848,The Clan of the Cave Bear
Comedy|Crime|Drama,tt0142201,Crazy in Alabama
Crime|Drama|Horror|Thriller,tt0808279,Funny Games
Drama|Sci-Fi|Thriller,tt3153582,Listening
Drama|Thriller,tt0165773,Felicia's Journey
Action|Crime|Thriller,tt0414852,District B13
Crime|Drama,tt0114660,Things to Do in Denver When You're Dead
Action|Drama,tt3508840,The Assassin
Comedy|Crime|Drama|Thriller|War,tt0252299,Buffalo Soldiers
Drama|Mystery|Thriller,tt0376968,The Return
Action,tt0785035,Ong-bak 2
Action|Adventure|Drama|History|Thriller|War,tt1020558,Centurion
Action|Drama|Thriller,tt0117653,Silent Trigger
Fantasy|Horror|Mystery,tt0805570,The Midnight Meat Train
Biography|Drama|History,tt1551641,Winnie Mandela
Crime|Drama|Thriller,tt1535612,The Son of No One
Action|Comedy|Drama|War,tt0252223,All the Queen's Men
Comedy|Drama|Fantasy|Music|Romance,tt0484111,The Good Night
Biography|Drama|Fantasy|History,tt0469640,Bathory: Countess of Blood
Adventure|Animation|Family,tt1487931,Khumba
Action|Sci-Fi|Thriller,tt1971325,Automata
Action|Adventure|Fantasy,tt0406728,Dungeons & Dragons: Wrath of the Dragon God
Biography|Drama,tt0210217,Pandaemonium
Comedy|Fantasy|Romance,tt0107048,Groundhog Day
Comedy|Drama|Music,tt2268016,Magic Mike XXL
Drama|Romance,tt0117509,Romeo + Juliet
Drama|War,tt1668200,Sarah's Key
Drama|Family|Music,tt2584018,Freedom
Drama|Western,tt0105695,Unforgiven
Drama,tt0342735,Manderlay
Drama|Romance,tt1010048,Slumdog Millionaire
Drama|Romance|Thriller,tt0093010,Fatal Attraction
Comedy|Romance,tt0100405,Pretty Woman
Action|Adventure|Comedy,tt0092493,Crocodile Dundee II
Action|Crime|Drama|Mystery|Thriller,tt2503954,Broken Horses
Biography|Drama|War,tt0096969,Born on the Fourth of July
Horror|Thriller,tt1179891,My Bloody Valentine
Horror|Thriller,tt0431021,The Possession
Action|Adventure|Drama,tt0083944,First Blood
Drama|Music|Romance,tt0775539,Stomp the Yard
Action|Adventure|Sci-Fi|Thriller,tt0076752,The Spy Who Loved Me
Documentary,tt0426697,Ghost Hunters
Horror|Mystery|Thriller,tt0146336,Urban Legend
Drama|Romance,tt0094947,Dangerous Liaisons
Comedy|Drama|Romance,tt1885265,Good Deeds
Adventure|Drama,tt0103247,White Fang
Comedy|Romance,tt0167427,Superstar
Biography|Drama|History,tt1007029,The Iron Lady
Adventure|Animation|Comedy|Drama|Family|Musical,tt0298388,Jonah: A VeggieTales Movie
Drama|Romance,tt0107840,Poetic Justice
Action|Comedy|Crime|Thriller,tt0278295,All About the Benjamins
Comedy|Fantasy|Horror|Romance,tt0114825,Vampire in Brooklyn
Horror,tt0076009,Exorcist II: The Heretic
Horror|Mystery|Thriller,tt0429573,An American Haunting
Comedy|Romance,tt0270980,My Boss's Daughter
Adventure|Mystery|Thriller,tt0971209,A Perfect Getaway
Comedy|Romance,tt1305583,Our Family Wedding
Comedy,tt0118301,Dead Man on Campus
Comedy|Drama|War,tt0120857,Tea with Mussolini
Fantasy|Horror,tt0117894,Thinner
Drama|Music|Musical|Romance,tt0076451,"New York, New York"
Comedy|Drama,tt0109504,Crooklyn
Comedy|Drama|Romance,tt0770772,I Think I Love My Wife
Action|Horror|Sci-Fi|Thriller,tt0211443,Jason X
Adventure|Comedy|Family,tt0265298,Big Fat Liar
Drama|History,tt0308055,Bobby
Comedy|Mystery|Romance,tt0192111,Head Over Heels
Adventure|Comedy,tt1663143,Fun Size
Biography|Drama,tt0401383,The Diving Bell and the Butterfly
Drama|Romance,tt0404203,Little Children
Drama|Mystery|Thriller,tt0176783,Gossip
Drama,tt0120613,A Walk on the Moon
Biography|Drama|History,tt0437232,Catch a Fire
Drama|Horror|Mystery|Thriller,tt0218619,Soul Survivors
Biography|Drama|History|Romance,tt0113463,Jefferson in Paris
Comedy|Romance,tt0808244,Easy Virtue
Action|Adventure|History,tt0077296,Caravans
Biography|Drama|History,tt2473794,Mr. Turner
Drama|Romance,tt1156143,Wild Grass
Biography|Crime|Drama|War,tt0280653,Amen.
Action,tt1460743,Reign of Assassins
Comedy|Drama|War,tt0981072,The Lucky Ones
Drama,tt0466893,Margaret
Comedy|Horror,tt1185266,Stan Helsing
Comedy|Drama|Romance,tt0817177,Flipped
Drama|Romance,tt0388795,Brokeback Mountain
Action|Adventure|Comedy|Sci-Fi,tt1291150,Teenage Mutant Ninja Turtles
Comedy|Romance,tt0112697,Clueless
Drama|Romance,tt0297884,Far from Heaven
Comedy|Sci-Fi,tt2637294,Hot Tub Time Machine 2
Drama,tt0092337,Dekalog
Biography|Drama,tt0180073,Quills
Comedy|Crime,tt1931533,Seven Psychopaths
Crime|Drama|Music|Mystery|Thriller,tt0182000,The Caveman's Valentine
Biography|Drama|History|War,tt0363163,Downfall
Biography|Drama|Romance,tt0369702,The Sea Inside
Drama|Horror|Sci-Fi|Thriller,tt1441395,Under the Skin
Biography|Comedy|Drama|War,tt0093105,"Good Morning, Vietnam"
Comedy,tt1584131,The Last Godfather
Documentary|Music,tt1702443,Justin Bieber: Never Say Never
Drama|Thriller,tt0947798,Black Swan
Action|Crime|Sci-Fi|Thriller,tt1234721,RoboCop
Crime|Drama,tt0071562,The Godfather: Part II
Drama|Music|Romance,tt0206275,Save the Last Dance
Fantasy|Horror|Thriller,tt0095742,A Nightmare on Elm Street 4: The Dream Master
Drama,tt4257926,Miracles from Heaven
Comedy|Mystery,tt0242423,"Dude, Where's My Car?"
Action|Crime|Drama|Thriller|Western,tt0096487,Young Guns
Comedy|Drama,tt2170593,St. Vincent
Comedy|Romance,tt1826590,About Last Night
Comedy|Drama|Romance,tt0147800,10 Things I Hate About You
Comedy,tt0241760,The New Guy
Action|Comedy|Crime,tt0107659,Loaded Weapon 1
Drama|Horror|Thriller,tt4052882,The Shallows
Sci-Fi|Thriller,tt0289879,The Butterfly Effect
Adventure|Comedy|Family,tt0184907,Snow Day
Comedy|Drama|Romance,tt0937375,This Christmas
Comedy|Crime|Family|Sci-Fi,tt0118665,Baby Geniuses
Action|Comedy|Crime|Thriller,tt0120609,The Big Hit
Comedy|Drama|Family,tt0116493,Harriet the Spy
Fantasy|Horror,tt0099253,Child's Play 2
Crime|Thriller,tt2011159,No Good Deed
Horror,tt0884328,The Mist
Comedy|Drama|Fantasy,tt0120601,Being John Malkovich
Comedy|Romance,tt0269341,Two Can Play That Game
Adventure|Family|Sci-Fi,tt2183034,Earth to Echo
Drama|Romance,tt0250224,Crazy/Beautiful
Drama|History|War,tt0498380,Letters from Iwo Jima
Adventure|Drama|Sci-Fi,tt0469263,The Astronaut Farmer
Comedy|Romance,tt0120531,Woo
Drama,tt3170832,Room
Comedy,tt0120654,Dirty Work
Comedy|Crime|Thriller,tt0111127,Serial Mom
Comedy,tt0144168,Dick
Drama|Thriller,tt0172726,Light It Up
Drama|Music,tt0120577,54
Adventure|Comedy|Romance|Sci-Fi,tt0258470,Bubble Boy
Comedy|Crime|Thriller,tt0188453,Birthday Girl
Comedy,tt1711425,21 & Over
Comedy|Drama|Romance,tt0401711,"Paris, je t'aime"
Drama|Sport,tt0416185,Resurrecting the Champ
Comedy|Drama|Romance,tt1814621,Admission
Drama|Romance,tt0191636,The Widow of Saint-Pierre
Drama|Mystery|Romance|Thriller,tt1352824,Chloe
Comedy|Crime|Drama,tt0116269,Faithful
Drama|Thriller,tt0765010,Brothers
Biography|Comedy|Crime|Drama,tt0419749,Find Me Guilty
Drama|Romance,tt1659337,The Perks of Being a Wallflower
Action,tt0104215,Excessive Force
Biography|Crime|Drama,tt0420609,Infamous
Drama|Romance|Western,tt0218378,The Claim
Horror|Thriller,tt1524575,The Vatican Tapes
Action|Comedy|Sci-Fi|Thriller,tt1478964,Attack the Block
Drama|Romance|War,tt1714209,In the Land of Blood and Honey
Crime|Thriller,tt1911644,The Call
Action|Adventure|Comedy|Family,tt0305396,The Crocodile Hunter: Collision Course
Biography|Comedy|Crime|Drama|Romance,tt1045772,I Love You Phillip Morris
Adventure|Drama|History,tt0082484,Quest for Fire
Biography|Drama,tt0168786,Antwone Fisher
Drama,tt0283530,The Emperor's Club
Action|Crime|Drama|Romance|Thriller,tt0108399,True Romance
Drama|Romance|Sci-Fi,tt1216520,Womb
Crime|Drama|Mystery,tt0104348,Glengarry Glen Ross
Crime|Drama|Thriller,tt0954947,The Killer Inside Me
Fantasy|Horror|Thriller,tt0083722,Cat People
Horror|Mystery,tt1232783,Sorority Row
Comedy|Drama|Romance,tt0805564,Lars and the Real Girl
Drama|War,tt0914798,The Boy in the Striped Pajamas
Crime|Drama|Musical,tt0168629,Dancer in the Dark
Drama|Romance,tt0119843,Oscar and Lucinda
Crime|Drama,tt0116378,The Funeral
Comedy|Drama|Romance,tt1294213,Solitary Man
Action|Crime|Thriller,tt0985694,Machete
Biography|Comedy|Crime|Drama,tt1194417,Casino Jack
Adventure|Animation|Family,tt0095489,The Land Before Time
Action|Drama|War,tt0386064,Tae Guk Gi: The Brotherhood of War
Horror,tt0070047,The Exorcist
Adventure|Drama|Thriller,tt0073195,Jaws
Comedy,tt0163651,American Pie
Animation|Comedy|Crime|Drama|Family,tt1816518,Ernest & Celestine
Action|Adventure|Comedy|Fantasy|Mystery,tt0091129,The Golden Child
Comedy|Romance,tt1621045,Think Like a Man
Comedy|Drama,tt0303714,Barbershop
Action|Adventure|Sci-Fi,tt0084726,Star Trek II: The Wrath of Khan
Comedy,tt0109040,Ace Ventura: Pet Detective
Sci-Fi|Thriller,tt0086567,WarGames
Crime|Drama|Romance|Thriller,tt0090329,Witness
Action|Adventure|Drama|Thriller|War,tt1591479,Act of Valor
Crime|Drama|Music|Romance,tt0462590,Step Up
Adventure|Animation|Comedy|Crime,tt0115641,Beavis and Butt-Head Do America
Crime|Thriller,tt0119396,Jackie Brown
Adventure|Comedy,tt0481536,Harold & Kumar Escape from Guantanamo Bay
Drama|Sci-Fi|Thriller,tt1706593,Chronicle
Drama|Musical|Romance,tt0086619,Yentl
Adventure|Comedy|Fantasy|Sci-Fi,tt0081633,Time Bandits
Comedy|Drama,tt0275022,Crossroads
Comedy|Crime,tt1636826,Project X
Biography|Drama|War,tt0066206,Patton
Drama|Thriller,tt0265459,One Hour Photo
Horror|Sci-Fi|Thriller,tt1082868,Quarantine
Horror|Mystery,tt0406759,The Eye
Comedy,tt0359517,Johnson Family Vacation
Comedy|Fantasy,tt0278488,How High
Comedy|Drama|Family|Fantasy|Musical,tt0104940,The Muppet Christmas Carol
Documentary|Music,tt2215719,Katy Perry: Part of Me
Drama|Romance,tt2582846,The Fault in Our Stars
Crime|Drama,tt0128442,Rounders
Comedy|Romance,tt2784678,Top Five
Horror|Sci-Fi,tt0079758,Prophecy
Horror|Mystery|Thriller,tt0164181,Stir of Echoes
Action|Adventure|Biography|Drama|History,tt1442449,Spartacus: War of the Damned
Biography|Drama,tt2431286,Philomena
Comedy|Drama,tt0365885,The Upside of Anger
Drama|Thriller,tt0077269,The Boys from Brazil
Comedy|Family|Fantasy|Romance,tt0429591,Aquamarine
Drama|Mystery|Romance,tt3622592,Paper Towns
Comedy,tt0332712,My Baby's Daddy
Action|Fantasy|Horror|Thriller,tt0114608,Tales from the Crypt: Demon Knight
Comedy|Crime|Family,tt0273799,Max Keeble's Big Move
Comedy|Drama,tt1625346,Young Adult
Action|Crime|Thriller,tt0479884,Crank
Comedy,tt0119326,How to Be a Player
Comedy|Drama|Romance,tt0120722,Living Out Loud
Comedy|Romance|Sport,tt1407061,Just Wright
Drama|Romance,tt1084950,Rachel Getting Married
Crime|Drama|Romance|Thriller,tt0082934,The Postman Always Rings Twice
Biography|Drama|Romance,tt0335119,Girl with a Pearl Earring
Adventure|Drama|Thriller|War,tt0082096,Das Boot
Drama|History|War|Western,tt0318974,The Alamo
Comedy,tt0279781,Sorority Boys
Drama|Fantasy|Romance,tt2194499,About Time
Action|Adventure|Drama|Romance,tt0385004,House of Flying Daggers
Drama|Thriller,tt1764183,Arbitrage
Sci-Fi|Thriller,tt2436386,Project Almanac
Biography|Drama|Music,tt1042877,Cadillac Records
Comedy|Crime,tt0156323,Screwed
Action|Crime|Sci-Fi|Thriller,tt0106950,Fortress
Comedy,tt0470765,For Your Consideration
Comedy|Drama,tt0439289,Running with Scissors
Comedy|Musical|Romance,tt0339034,From Justin to Kelly
Comedy|Drama,tt0116414,Girl 6
Mystery|Thriller,tt0199626,In the Cut
Drama|Romance,tt1103275,Two Lovers
Drama,tt0253200,Last Orders
Comedy|Drama|Horror|Sci-Fi,tt0468492,The Host
Adventure|Crime|Thriller,tt0082958,The Pursuit of D.B. Cooper
Fantasy|Horror|Thriller,tt0129332,Ravenous
Comedy|Drama|Romance,tt0423977,Charlie Bartlett
Drama,tt2358891,The Great Beauty
Comedy|Drama,tt0238924,The Dangerous Lives of Altar Boys
Drama|Thriller,tt1682180,Stoker
Crime|Drama|Romance,tt0804505,Married Life
Adventure|Drama|Family,tt0361715,Duma
Drama|Mystery|Romance,tt1235796,Ondine
Crime|Drama|Thriller,tt0222851,Brother
Comedy|Crime,tt0271259,Welcome to Collinwood
Comedy|Drama,tt0118901,Critical Care
Drama|Mystery|Thriller,tt0815178,The Life Before Her Eyes
Comedy|Drama|Romance,tt1730687,Darling Companion
Crime|Drama|Thriller,tt0399095,Trade
Drama|Romance|War,tt0367082,Fateless
Comedy,tt0120618,Breakfast of Champions
Comedy|Drama,tt1428556,"A Woman, a Gun and a Noodle Shop"
Mystery|Romance|Sci-Fi|Thriller,tt0284978,Cypher
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,tt2224026,Home
Action|Adventure|Animation|Comedy|Family,tt1876517,Legend of Kung Fu Rabbit
Action|Adventure|Drama|Sci-Fi,tt1477109,Space Battleship Yamato
Action|Drama|War,tt1486193,5 Days of War
Fantasy|Mystery|Thriller,tt1187064,Triangle
Drama,tt3453052,10 Days in a Madhouse
Biography|Drama,tt1929263,Heaven Is for Real
Comedy|Crime,tt0208092,Snatch
Family|Musical,tt2598580,Dancin' It's On
Fantasy|Horror,tt0098084,Pet Sematary
Drama,tt0107474,Madadayo
Drama|Thriller,tt1034302,The Cry of the Owl
Drama,tt3682770,A Tale of Three Cities
Comedy|Fantasy|Horror,tt0087363,Gremlins
Action|Adventure|Fantasy|Sci-Fi,tt0076759,Star Wars: Episode IV - A New Hope
Comedy,tt1860213,Dirty Grandpa
Drama|Romance|War,tt0059113,Doctor Zhivago
Adventure|Crime|Drama|Mystery|Thriller,tt1921149,Trash
Comedy|Drama|Family|Music|Musical|Romance,tt0962726,High School Musical 3: Senior Year
Biography|Drama|Sport,tt0964517,The Fighter
Action|Comedy|Documentary,tt0493430,Jackass Number Two
Comedy|Crime,tt0104952,My Cousin Vinny
Drama|Fantasy|Music|Romance,tt1355630,If I Stay
Action|Comedy|Crime,tt2968804,Drive Hard
Comedy|Sport,tt0097815,Major League
Comedy,tt0964587,St. Trinian's
Crime|Thriller,tt0183649,Phone Booth
Drama|Romance,tt0281358,A Walk to Remember
Crime|Drama,tt0112818,Dead Man Walking
Drama|Romance,tt0139134,Cruel Intentions
Horror|Mystery,tt1233227,Saw VI
Comedy,tt0082517,History of the World: Part I
Drama,tt0416212,The Secret Life of Bees
Comedy|Crime,tt0250310,Corky Romano
Crime|Drama|Thriller,tt0105217,Raising Cain
Drama,tt0077531,F.I.S.T.
Horror|Sci-Fi,tt0091276,Invaders from Mars
Drama|Romance,tt2381111,Brooklyn
Adventure|Drama|History|War,tt0072684,Barry Lyndon
Comedy|Sport,tt0253798,Out Cold
Comedy,tt0213790,The Ladies Man
Comedy|Drama,tt1441951,Quartet
Comedy,tt0246989,Tomcats
Crime|Drama|Thriller,tt0264616,Frailty
Biography|Drama|History,tt2404425,Woman in Gold
Comedy|Fantasy|Horror,tt0106308,Army of Darkness
Comedy|Romance,tt0240900,Slackers
Drama|Romance,tt0108550,What's Eating Gilbert Grape
Biography|Drama|History,tt0377992,The Visual Bible: The Gospel of John
Crime|Drama,tt0383694,Vera Drake
Comedy|Music|Romance,tt0280720,The Guru
Comedy|Drama|Romance,tt0114113,The Perez Family
Drama|Music,tt2042568,Inside Llewyn Davis
Drama|Romance|Thriller,tt0184791,O
Adventure|Drama|Romance,tt0102782,Return to the Blue Lagoon
Drama|History,tt0066090,The Molly Maguires
Comedy|Musical|Romance,tt0368222,Romance & Cigarettes
Biography|Drama|Music,tt0424908,Copying Beethoven
Fantasy|Horror,tt0084516,Poltergeist
Crime|Drama|Thriller,tt1233192,Brighton Rock
Horror|Mystery,tt1132626,Saw V
Crime|Drama|Thriller,tt0065895,Machine Gun McCain
Comedy|Drama|Romance,tt1592873,LOL
Crime|Drama|Mystery|Thriller,tt0382765,Jindabyne
Drama,tt0449999,Kabhi Alvida Naa Kehna
Comedy|Romance,tt0122541,An Ideal Husband
Horror|Sci-Fi|Thriller,tt1709143,The Last Days on Mars
Horror,tt0273517,Darkness
Adventure|Mystery|Sci-Fi,tt0062622,2001: A Space Odyssey
Family|Sci-Fi,tt0083866,E.T. the Extra-Terrestrial
Comedy|Drama|Romance,tt0419843,In the Land of Women
Adventure|Drama,tt0313300,The Blue Butterfly
Comedy|Drama,tt0108320,There Goes My Baby
Comedy,tt4051832,Lovesick
Comedy,tt1573072,Housefull
Drama|History|Romance|Western,tt0473700,September Dawn
Drama|History|War,tt1566501,For Greater Glory: The True Story of Cristiada
Comedy|Drama|Music,tt3547740,La Famille Bélier
Drama,tt0119217,Good Will Hunting
Drama|Thriller,tt3658772,Misconduct
Horror|Mystery,tt0489270,Saw III
Action|Comedy|War,tt0083131,Stripes
Comedy|Sport,tt0204946,Bring It On
Action|Horror|Sci-Fi|Thriller,tt4094724,The Purge: Election Year
Comedy|Romance,tt0160862,She's All That
Drama,tt0929632,Precious
Horror|Mystery,tt0890870,Saw IV
Drama|Horror|Mystery|Thriller,tt0375210,White Noise
Comedy|Drama|Romance,tt0455612,Madea's Family Reunion
Drama|Sport,tt0090863,The Color of Money
Comedy|Drama|Family|Sport,tt0104868,The Mighty Ducks
Horror|Mystery|Thriller,tt0391198,The Grudge
Comedy|Sport,tt0116483,Happy Gilmore
Horror|Mystery,tt0263488,Jeepers Creepers
Adventure|Comedy|Music|Sci-Fi,tt0096928,Bill & Ted's Excellent Adventure
Drama|Family|Musical,tt0063385,Oliver!
Comedy|Drama,tt1412386,The Best Exotic Marigold Hotel
Animation|Comedy|Family|Mystery|Sci-Fi,tt0265632,Recess: School's Out
Action|Adventure|Sci-Fi|Thriller,tt0089530,Mad Max Beyond Thunderdome
Action|Adventure|Thriller,tt0088944,Commando
Horror|Mystery|Thriller,tt3882082,The Boy
Horror|Mystery|Thriller,tt1314655,Devil
